address,link,number_beds,number_baths,area,sold information,dishwasher,microwave,washer,dryer,refrigerator,building_type,lot_size,built_year,number_of_rooms,heating_system,heating_fuel,cooling_system,parking,parking_spaces,architecture_type,stories,exterior,roof,price
43 Estella Ave,https://www.trulia.com/p/pa/pittsburgh/43-estella-ave-pittsburgh-pa-15211--2014105223,3,1,"1,613","['Last Sold: Sep 10, 2019', '5% below list $199K']",1,0,0,1,1,Single Family Home,"3,436 sqft",1930,,Other,Gas,None,,1,,,,Asphalt,190000
358 Lamarido St,https://www.trulia.com/p/pa/pittsburgh/358-lamarido-st-pittsburgh-pa-15226--1118426406,3,2,"2,014","['Last Sold: Sep 10, 2019', '']",0,0,1,1,0,Single Family Home,"3,000 sqft",1930,7,Forced Air,Gas,,On Street,,Colonial,3,Vinyl,Composition,157900
2331 Eldridge St,https://www.trulia.com/p/pa/pittsburgh/2331-eldridge-st-pittsburgh-pa-15217--2014148369,3,1,"1,273","['Last Sold: Sep 10, 2019', '13% below list $248K']",0,0,0,0,0,Townhouse,"1,950 sqft",1920,,Forced Air,Gas,,,,,,,,218500
704 Decatur Ave,https://www.trulia.com/p/pa/pittsburgh/704-decatur-ave-pittsburgh-pa-15221--1010610998,3,2,"2,472","['Last Sold: Sep 9, 2019', '7% over list $69.9K']",0,0,0,0,0,Single Family Home,"6,600 sqft",1954,,,,,,,,,,,75000
1251 Bellerock St,https://www.trulia.com/p/pa/pittsburgh/1251-bellerock-st-pittsburgh-pa-15217--2014146623,3,1,"1,702","['Last Sold: Sep 9, 2019', '2% over list $549K']",1,1,1,1,1,Single Family Home,"5,440 sqft",1930,7,Baseboard,Gas,Central,,2,,2,Brick Vinyl,Asphalt,560000
1600 Harlow St,https://www.trulia.com/p/pa/pittsburgh/1600-harlow-st-pittsburgh-pa-15204--2014048628,3,1,"1,364","['Last Sold: Sep 9, 2019', '3% below list $185K']",0,0,0,0,0,Single Family Home,"9,586 sqft",1900,6,Other,,,,,,2,,Shake Shingle,180000
1311 Earlford Dr,https://www.trulia.com/p/pa/pittsburgh/1311-earlford-dr-pittsburgh-pa-15227--2014206646,4,2,"2,156","['Last Sold: Sep 9, 2019', '7% below list $240K']",0,0,0,0,0,Single Family Home,"10,427 sqft",1959,8,Other,,Central,Attached Garage,2,CapeCod,,Brick,Shake Shingle,224500
207 Iroquois Ave,https://www.trulia.com/p/pa/pittsburgh/207-iroquois-ave-pittsburgh-pa-15237--2014273735,3,2,"1,542","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,,1955,,Central,,,Attached Garage,2,,split,Brick,Shingle (Not Wood),100000
150 Green Glen Dr,https://www.trulia.com/p/pa/pittsburgh/150-green-glen-dr-pittsburgh-pa-15227--2014207113,2,1,"1,543","['Last Sold: Sep 9, 2019', '0% below list $208K']",1,0,1,1,1,Single Family Home,"9,768 sqft",1972,7,Forced Air,Gas,Central,Attached Garage,2,SplitLevel,1,Brick,Asphalt,207000
504 Friday Rd,https://www.trulia.com/p/pa/pittsburgh/504-friday-rd-pittsburgh-pa-15209--2014087744,2,1,884,"['Last Sold: Sep 9, 2019', '13% over list $122K']",0,0,0,0,0,Single Family Home,"5,287 sqft",1929,5,Other,,,Attached Garage,1,Colonial,2,Brick,Shake Shingle,140000
13 Oakley Ave,https://www.trulia.com/p/pa/pittsburgh/13-oakley-ave-pittsburgh-pa-15229--2014224336,2,1,966,"['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,"3,300 sqft",1944,6,Other,,Central,,,Colonial,2,Brick,Shake Shingle,142000
126 Koegler Ave,https://www.trulia.com/p/pa/pittsburgh/126-koegler-ave-pittsburgh-pa-15227--1143433055,3,1,"1,234","['Last Sold: Sep 9, 2019', '7% below list $79K']",1,1,1,1,1,Single Family Home,"4,800 sqft",1942,6,Forced Air,Gas,Central,Attached Garage,1,Bungalow,3,Brick,Asphalt,74000
100-102 Lakewood Ave,https://www.trulia.com/p/pa/pittsburgh/100-102-lakewood-ave-pittsburgh-pa-15229--2361809559,4,2,"1,728","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Multi Family,"3,664 sqft",1943,8,Other,,,Attached Garage,2,,2,Brick,Shake Shingle,149000
3825 Logan Ferry Rd,https://www.trulia.com/p/pa/pittsburgh/3825-logan-ferry-rd-pittsburgh-pa-15239--2196475292,4,2,"1,792","['Last Sold: Sep 9, 2019', '6% over list $185K']",1,1,1,1,1,Single Family Home,"10,200 sqft",1970,8,Forced Air,Gas,Central,Attached Garage,2,Colonial,2,,Asphalt,196000
263 Academy Ave,https://www.trulia.com/p/pa/pittsburgh/263-academy-ave-pittsburgh-pa-15228--2014218921,3,1,"1,411","['Last Sold: Sep 9, 2019', '5% below list $213K']",0,0,0,0,0,Single Family Home,"6,750 sqft",1930,,,,,,2,,,,,202000
333 Lorlita Ln,https://www.trulia.com/p/pa/pittsburgh/333-lorlita-ln-pittsburgh-pa-15241--2014305509,4,2,"2,563","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,0.29 acres,1973,9,Other,,Central,,,Colonial,2,Brick,Shake Shingle,325000
155 Salome Ave,https://www.trulia.com/p/pa/pittsburgh/155-salome-ave-pittsburgh-pa-15214--2014125929,3,1,"1,232","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,,1958,,Central,,,Attached Garage,1,,2,Brick,Shingle (Not Wood),180000
4032 Greensburg Pike,https://www.trulia.com/p/pa/pittsburgh/4032-greensburg-pike-pittsburgh-pa-15221--2014183588,3,1,"1,232","['Last Sold: Sep 9, 2019', '6% below list $115K']",0,0,0,0,0,Single Family Home,"6,001 sqft",1947,6,Other,,Central,Attached Garage,1,Colonial,2,Brick,Shake Shingle,108000
3210 Brereton St,https://www.trulia.com/p/pa/pittsburgh/3210-brereton-st-pittsburgh-pa-15219--2014165350,2,1,"1,133","['Last Sold: Sep 9, 2019', '18% below list $295K']",0,0,0,0,0,Single Family Home,"3,000 sqft",1900,5,Other,,,,,,,,Shake Shingle,250000
1987 Centurion Dr #310,https://www.trulia.com/p/pa/pittsburgh/1987-centurion-dr-310-pittsburgh-pa-15221--2014180487,2,2,819,"['Last Sold: Sep 9, 2019', '3% below list $79.95K']",1,0,0,0,1,Condo,819 sqft,1987,5,Forced Air,Gas,Central,,1,,1,Brick,Composition,77500
899 Blue Ridge Rd,https://www.trulia.com/p/pa/pittsburgh/899-blue-ridge-rd-pittsburgh-pa-15239--2014298492,3,1,"1,266","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,"10,794 sqft",1970,7,Other,,Central,Attached Garage,1,,1,,Shake Shingle,189900
1755 Norsen Dr,https://www.trulia.com/p/pa/pittsburgh/1755-norsen-dr-pittsburgh-pa-15243--2014308523,3,2,"1,450","['Last Sold: Sep 9, 2019', '2% below list $245K']",1,0,0,0,1,Single Family Home,0.32 acres,1971,7,Forced Air,Gas,Central,Attached Garage,2,SplitLevel,1,,Asphalt,240000
6333 Crombie St,https://www.trulia.com/p/pa/pittsburgh/6333-crombie-st-pittsburgh-pa-15217--2014153230,3,1,"1,955","['Last Sold: Sep 9, 2019', '11% below list $390K']",0,0,0,0,0,Single Family Home,"3,900 sqft",1920,7,Other,,,Attached Garage,1,,2,Brick,Shake Shingle,351500
1201 Berkshire Ave,https://www.trulia.com/p/pa/pittsburgh/1201-berkshire-ave-pittsburgh-pa-15226--2014199503,4,1,"1,626","['Last Sold: Sep 9, 2019', '1% below list $205K']",1,1,0,0,1,Single Family Home,"3,600 sqft",1928,8,Other,Gas,,,,,2,Brick,Shake Shingle,202000
12 Lynmar Dr,https://www.trulia.com/p/pa/pittsburgh/12-lynmar-dr-pittsburgh-pa-15209--2183209048,3,1,"1,242","['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,"9,800 sqft",1955,,Forced Air,Gas,Central,,,Colonial,,,,225000
18 Waterfront Dr,https://www.trulia.com/p/pa/pittsburgh/18-waterfront-dr-pittsburgh-pa-15222--1019341442,3,2,"1,440","['Last Sold: Sep 9, 2019', '1% below list $539K']",1,1,0,0,1,Townhouse,"1,968 sqft",1997,6,Forced Air,Gas,Central,Attached Garage,1,Contemporary,3,Vinyl,Composition,535000
527 Idlewood Rd,https://www.trulia.com/p/pa/pittsburgh/527-idlewood-rd-pittsburgh-pa-15235--1150255986,3,1,912,"['Last Sold: Sep 9, 2019', '22% below list $59.9K']",0,0,0,0,0,Single Family Home,0.25 acres,1962,7,Other,Gas,,Attached Garage,1,,1,,Asphalt,49225
222 Tudor Ln,https://www.trulia.com/p/pa/pittsburgh/222-tudor-ln-pittsburgh-pa-15205--2014056331,4,4,"4,253","['Last Sold: Sep 9, 2019', '25% below list $1.19M']",1,1,0,0,1,Single Family Home,6.32 acres,2009,8,Forced Air,Gas,Central,"Attached Garage, Detached Garage",7,,2,Brick,Asphalt,950000
423 Hampton Ave,https://www.trulia.com/p/pa/pittsburgh/423-hampton-ave-pittsburgh-pa-15221--2014183982,4,3,"2,718","['Last Sold: Sep 9, 2019', '2% below list $450K']",0,0,0,0,0,Multi Family,"4,088 sqft",1900,,Forced Air,Gas,Central,,,Colonial,,,,440000
205 Bryson Ave,https://www.trulia.com/p/pa/pittsburgh/205-bryson-ave-pittsburgh-pa-15202--2014039517,3,2,"1,640","['Last Sold: Sep 9, 2019', '0% below list $246K']",0,0,0,0,0,Single Family Home,"4,650 sqft",1980,,,Electric,Central,,,Colonial,,,,244900
727 Vermont Ave,https://www.trulia.com/p/pa/pittsburgh/727-vermont-ave-pittsburgh-pa-15234--1031737637,4,2,"1,326","['Last Sold: Sep 9, 2019', '2% over list $275K']",0,0,0,0,0,Single Family Home,"5,509 sqft",1935,6,Other,,,Attached Garage,1,,,,Shake Shingle,281000
495 Biro Dr,https://www.trulia.com/p/pa/pittsburgh/495-biro-dr-pittsburgh-pa-15227--2014214653,3,1,978,"['Last Sold: Sep 9, 2019', '3% below list $165K']",0,0,0,0,0,Single Family Home,"8,459 sqft",1961,,Forced Air,Gas,Central,,,Colonial,,,,160000
2820 Shawhan Ave,https://www.trulia.com/p/pa/pittsburgh/2820-shawhan-ave-pittsburgh-pa-15226--2014202594,3,1,"1,432","['Last Sold: Sep 9, 2019', '2% below list $143K']",0,0,0,0,0,Single Family Home,"5,460 sqft",1930,,Forced Air,Gas,Central,,,CapeCod,,,,140500
302 Fox Chapel Rd #216,https://www.trulia.com/p/pa/pittsburgh/302-fox-chapel-rd-216-pittsburgh-pa-15238--2014287647,4,4,"2,430","['Last Sold: Sep 9, 2019', '7% below list $395K']",1,0,0,1,1,Condo,"2,430 sqft",1978,8,Other,Electric,Central,,1,Colonial,1,,Composition,370617
1320 Bartow St,https://www.trulia.com/p/pa/pittsburgh/1320-bartow-st-pittsburgh-pa-15205--2014053364,3,1,938,"['Last Sold: Sep 9, 2019', '6% below list $225K']",0,0,0,0,0,Single Family Home,"5,589 sqft",1965,6,Other,,Central,Attached Garage,2,Colonial,2,Stone,Shake Shingle,212000
2267 Washington Rd,https://www.trulia.com/p/pa/pittsburgh/2267-washington-rd-pittsburgh-pa-15241--2014303062,4,2,"2,715","['Last Sold: Sep 9, 2019', '4% below list $380K']",0,0,0,0,0,Single Family Home,2.2 acres,1978,,Heat Pump,Electric,Central,,,Contemporary,,,,365500
3100 Faronia St,https://www.trulia.com/p/pa/pittsburgh/3100-faronia-st-pittsburgh-pa-15204--2014049900,2,1,884,"['Last Sold: Sep 9, 2019', '']",0,0,0,0,0,Single Family Home,"2,940 sqft",1945,,Forced Air,Gas,,,,Colonial,,,,64000
337 Churchill Rd,https://www.trulia.com/p/pa/pittsburgh/337-churchill-rd-pittsburgh-pa-15235--2014249000,3,2,"2,309","['as of Dec 5, 2019', 'as of Dec 5, 2019']",0,0,0,0,0,Single Family Home,,1953,,Central,,,Attached Garage,2,,2,Brick,Slate,249807
1685 Perrysville Ave,https://www.trulia.com/p/pa/pittsburgh/1685-perrysville-ave-pittsburgh-pa-15212--2014112026,6,2,"2,160","['Last Sold: Sep 6, 2019', '84% over list $24.2K']",0,0,0,0,0,Multi Family,"2,250 sqft",1920,,,,,,,,,,,155000
126 Friday Rd,https://www.trulia.com/p/pa/pittsburgh/126-friday-rd-pittsburgh-pa-15209--2014084633,3,1,"1,568","['Last Sold: Sep 6, 2019', '6% over list $47K']",0,0,0,0,0,Single Family Home,"4,644 sqft",1916,7,Other,,Central,,,Bungalow,1,Brick,Shake Shingle,50000
686 Princeton Blvd,https://www.trulia.com/p/pa/pittsburgh/686-princeton-blvd-pittsburgh-pa-15221--1004182744,2,2,"1,566","['as of Dec 5, 2019', 'as of Dec 5, 2019']",0,0,0,0,1,Multi Family,"4,200 sqft",1940,6,Other,Gas,Wall,On Street,2,Colonial,2,Brick,Shake Shingle,57807
117 Coal St,https://www.trulia.com/p/pa/pittsburgh/117-coal-st-pittsburgh-pa-15235--2014240614,2,1,"1,064","['Last Sold: Sep 6, 2019', '6% over list $99.9K']",0,0,0,0,0,Single Family Home,"10,000 sqft",1960,5,Other,,Central,Attached Garage,1,Ranch,1,Brick,Shake Shingle,106000
1612 Sedgwick St,https://www.trulia.com/p/pa/pittsburgh/1612-sedgwick-st-pittsburgh-pa-15233--2014232015,2,1,"1,322","['Last Sold: Sep 6, 2019', '']",0,0,0,0,0,Single Family Home,,1978,,Central,,,Attached Garage,1,,bi-level,Other,Shingle (Not Wood),100000
4776 Yew St,https://www.trulia.com/p/pa/pittsburgh/4776-yew-st-pittsburgh-pa-15224--2014196555,3,1,"1,188","['Last Sold: Sep 6, 2019', '4% below list $165K']",0,0,0,0,0,Single Family Home,"2,000 sqft",1910,6,Other,,,,2,,2,,Shake Shingle,158000
5003 Brownsville Rd,https://www.trulia.com/p/pa/pittsburgh/5003-brownsville-rd-pittsburgh-pa-15236--2014261966,2,1,"1,365","['Last Sold: Sep 6, 2019', '9% below list $180K']",0,0,0,0,0,Single Family Home,0.53 acres,1950,5,Other,,Central,Attached Garage,1,Ranch,1,Brick,Slate,165000
247 Perry St,https://www.trulia.com/p/pa/pittsburgh/247-perry-st-pittsburgh-pa-15239--2014293353,3,1,"1,246","['Last Sold: Sep 6, 2019', '']",0,0,0,0,0,Single Family Home,"6,750 sqft",1959,6,Other,,Central,Attached Garage,1,Ranch,1,Brick,Shake Shingle,139900
3888 Mayfair St,https://www.trulia.com/p/pa/pittsburgh/3888-mayfair-st-pittsburgh-pa-15204--2014051281,2,1,825,"['Last Sold: Sep 6, 2019', '1% below list $135K']",0,0,0,0,0,Single Family Home,"7,150 sqft",1955,4,Other,,Central,Attached Garage,1,Ranch,1,Brick,Shake Shingle,134000
4010 Charlemagne Cir,https://www.trulia.com/p/pa/pittsburgh/4010-charlemagne-cir-pittsburgh-pa-15237--2014277532,2,2,810,"['Last Sold: Sep 6, 2019', '7% below list $120K']",0,0,0,0,0,Condo,"1,621 sqft",1968,4,Other,,Central,,,,1,Brick,Composition,112500
4710 Stanton Ave,https://www.trulia.com/p/pa/pittsburgh/4710-stanton-ave-pittsburgh-pa-15201--2014035849,2,1,"1,480","['Last Sold: Sep 6, 2019', '']",0,0,0,0,0,Single Family Home,,1932,,Central,,,,,,2,Brick,Shingle (Not Wood),125000
219 Alries St,https://www.trulia.com/p/pa/pittsburgh/219-alries-st-pittsburgh-pa-15210--2014093862,2,1,"1,100","['Last Sold: Sep 6, 2019', '8% below list $64.9K']",0,0,0,0,0,Single Family Home,"5,000 sqft",1961,5,Other,,,Attached Garage,1,Colonial,2,Brick,Shake Shingle,60000
485 Chapel Ct,https://www.trulia.com/p/pa/pittsburgh/485-chapel-ct-pittsburgh-pa-15237--2014278436,4,1,"2,192","['Last Sold: Sep 6, 2019', '4% below list $365K']",0,0,0,0,0,Single Family Home,0.43 acres,1964,8,Other,,Central,,,Colonial,2,Stone,Shake Shingle,350000
2518 Perrysville Ave,https://www.trulia.com/p/pa/pittsburgh/2518-perrysville-ave-pittsburgh-pa-15214--2014127527,4,1,"2,596","['Last Sold: Sep 6, 2019', '8% over list $95K']",0,0,0,0,0,Single Family Home,"7,435 sqft",1906,7,Other,,,,,,2,Brick,Slate,103550
136 Thousand Oaks Dr,https://www.trulia.com/p/pa/pittsburgh/136-thousand-oaks-dr-pittsburgh-pa-15241--2014300379,4,2,"4,287","['Last Sold: Sep 6, 2019', '204% below list $599K']",0,0,0,0,0,Single Family Home,0.67 acres,1990,,,,,,,,,,,196900
324 Pennview Dr,https://www.trulia.com/p/pa/pittsburgh/324-pennview-dr-pittsburgh-pa-15235--2014248626,2,1,"1,163","['Last Sold: Sep 6, 2019', '1% over list $77.9K']",0,0,0,0,0,Single Family Home,"7,112 sqft",1950,,Forced Air,Gas,Central,,,CapeCod,,,,79000
5107 Interboro Ave,https://www.trulia.com/p/pa/pittsburgh/5107-interboro-ave-pittsburgh-pa-15207--1119128988,3,1,"1,820","['Last Sold: Sep 6, 2019', '6% below list $155K']",1,0,1,1,1,Single Family Home,"7,200 sqft",1919,7,Forced Air,Gas,Central,Off Street,2,,2,Brick Vinyl,Shake Shingle,146500
1064 Brinton Rd,https://www.trulia.com/p/pa/pittsburgh/1064-brinton-rd-pittsburgh-pa-15221--2014175944,3,1,"1,256","['Last Sold: Sep 6, 2019', '1% below list $120K']",0,0,1,1,1,Single Family Home,0.56 acres,1932,7,Forced Air,Gas,Central,Attached Garage,1,Colonial,2,Brick,Slate,118500
1011 Lenox Oval,https://www.trulia.com/p/pa/pittsburgh/1011-lenox-oval-pittsburgh-pa-15237--2014267002,3,2,"1,477","['Last Sold: Sep 6, 2019', '5% below list $175K']",0,0,0,0,0,Condo,"1,477 sqft",2003,6,Other,,Central,,,,1,,Shake Shingle,167000
85 Mayfair Dr,https://www.trulia.com/p/pa/pittsburgh/85-mayfair-dr-pittsburgh-pa-15228--2014222316,3,3,"2,283","['Last Sold: Sep 6, 2019', '1% below list $490K']",0,0,0,0,0,Single Family Home,"8,775 sqft",1945,,,,,,,,,,,485000
14 S Grandview Ave,https://www.trulia.com/p/pa/pittsburgh/14-s-grandview-ave-pittsburgh-pa-15205--2089354135,3,2,"2,595","['Last Sold: Sep 6, 2019', '13% below list $130K']",0,0,0,0,0,Multi Family,"3,029 sqft",1900,,,,,,,,,,,115000
2054 Woodward Ave,https://www.trulia.com/p/pa/pittsburgh/2054-woodward-ave-pittsburgh-pa-15226--2014201446,3,1,"1,040","['Last Sold: Sep 6, 2019', '3% below list $130K']",0,0,0,0,0,Single Family Home,"2,371 sqft",1963,,Forced Air,Gas,Central,,,,,,,126000
2524 Bedford Ave,https://www.trulia.com/p/pa/pittsburgh/2524-bedford-ave-pittsburgh-pa-15219--2014164258,4,1.5,"1,280","['**Section 8 voucher holders please apply!! **NEWLY REMODELED, ALL NEW APPLIANCES AND DECOR, GRANITE COUNTERTOPS, HARDWOOD FLOORS, MINUTES TO DOWNTOWN AND OAKLAND This bright, spacious, newly renovated 4B 1.5B townhouse is located minutes from downtown and Oakland. The house is also few blocks away from 83 Busline, perfect for students and working professionals. With newly installed hardwood floors, appliances and newly remolded bathrooms, the space is ultra clean and cozy. Rent is $1500/MO, negotiable for long-term leases, open to 6 months minimal. Listed by a medical professional, please email/text for showing.Lease Details: Owner pays for water and sewer; tenant pays gas and electricity.', 'See more homes for rent inPittsburgh']",0,0,1,1,0,Townhouse,,1900,,,,,,,,,,,1500
626 Arbor Ct,https://www.trulia.com/p/pa/pittsburgh/626-arbor-ct-pittsburgh-pa-15238--2014289530,2,3,"1,486","['Last Sold: Sep 6, 2019', '']",0,0,0,0,0,Townhouse,"1,280 sqft",2008,6,Other,,Central,Attached Garage,2,,2,,Shake Shingle,395000
1511 Hatteras St,https://www.trulia.com/p/pa/pittsburgh/1511-hatteras-st-pittsburgh-pa-15212--1031162716,6,2,"2,400","['Last Sold: Sep 5, 2019', '7% below list $142K']",1,1,1,1,1,Multi Family,"1,935 sqft",1910,8,Other,,,,,,,,Composition,133100
2609-2611 Edgar St,https://www.trulia.com/p/pa/pittsburgh/2609-2611-edgar-st-pittsburgh-pa-15227--2177030128,4,2,"1,840","['Last Sold: Sep 5, 2019', '3% below list $160K']",0,0,0,0,0,Multi Family,"5,561 sqft",1957,8,Other,,,Attached Garage,2,,1,Brick,Shake Shingle,155000
806 Harmony Rd,https://www.trulia.com/p/pa/pittsburgh/806-harmony-rd-pittsburgh-pa-15237--2014281123,3,2,"2,831","['Last Sold: Sep 5, 2019', '3% below list $575K']",0,0,0,0,0,Single Family Home,0.92 acres,2009,8,Other,,Central,Attached Garage,3,Ranch,1,,Shake Shingle,556000
332 Benson Cir,https://www.trulia.com/p/pa/pittsburgh/332-benson-cir-pittsburgh-pa-15227--2014211506,3,1,"1,212","['Last Sold: Sep 5, 2019', '5% over list $99.9K']",0,0,0,0,0,Townhouse,"1,584 sqft",1978,,,Electric,Central,,,Contemporary,,,,105000
927 Fordham Ave,https://www.trulia.com/p/pa/pittsburgh/927-fordham-ave-pittsburgh-pa-15226--2014205062,3,2,"1,416","['Last Sold: Sep 5, 2019', '6% over list $200K']",0,0,0,0,0,Single Family Home,"3,600 sqft",1920,7,Other,,,,3,,2,,Shake Shingle,213500
6558 Bartlett St,https://www.trulia.com/p/pa/pittsburgh/6558-bartlett-st-pittsburgh-pa-15217--2014153943,4,1,"2,430","['Last Sold: Sep 5, 2019', '']",0,0,0,0,0,Single Family Home,,1920,,Central,,,,,,2,Brick,Shingle (Not Wood),500000
366 Atlanta Dr,https://www.trulia.com/p/pa/pittsburgh/366-atlanta-dr-pittsburgh-pa-15228--2014219828,3,1,"1,320","['Last Sold: Sep 5, 2019', '2% over list $259K']",1,1,1,1,1,Single Family Home,"9,000 sqft",1948,,,,,,,,,,,265000
2525 Greensburg Pike #503,https://www.trulia.com/p/pa/pittsburgh/2525-greensburg-pike-503-pittsburgh-pa-15221--2014182274,2,2,"1,830","['Last Sold: Sep 5, 2019', '']",0,0,0,0,0,Condo,"1,830 sqft",1985,5,Wall,,Central,,,,1,Brick,Shake Shingle,199500
201 Shaker Heights Dr,https://www.trulia.com/p/pa/pittsburgh/201-shaker-heights-dr-pittsburgh-pa-15238--2014286456,4,2,"2,733","['Last Sold: Sep 5, 2019', '1% below list $520K']",1,1,0,0,1,Single Family Home,0.46 acres,2003,9,Forced Air,Gas,Central,Attached Garage,2,Colonial,2,Wood Wood Products,Asphalt,515000
3008 Duncan Ln,https://www.trulia.com/p/pa/pittsburgh/3008-duncan-ln-pittsburgh-pa-15236--2014258448,2,2,"1,380","['Last Sold: Sep 5, 2019', '6% below list $199K']",0,0,0,0,0,Townhouse,"4,792 sqft",2001,4,Other,,Central,Attached Garage,1,,2,,Shake Shingle,187500
338 Hamilton Drive Ext,https://www.trulia.com/p/pa/pittsburgh/338-hamilton-drive-ext-pittsburgh-pa-15235--2014249026,0,1,"1,163","['Last Sold: Sep 5, 2019', '']",0,0,0,0,0,Single Family Home,,1957,,Central,,,Attached Garage,1,,1,Brick,Shingle (Not Wood),99000
204 Bart Dr,https://www.trulia.com/p/pa/pittsburgh/204-bart-dr-pittsburgh-pa-15235--2014244716,3,1,900,"['Last Sold: Sep 5, 2019', '']",0,0,0,0,0,Single Family Home,"6,050 sqft",1955,,,,,,,,,,,40000
821 Fidelity Dr,https://www.trulia.com/p/pa/pittsburgh/821-fidelity-dr-pittsburgh-pa-15236--2014266379,3,1,"1,632","['Last Sold: Sep 5, 2019', '1% over list $140K']",0,0,0,0,0,Single Family Home,"9,600 sqft",1941,6,Other,Gas,,,,Colonial,2,Brick,Composition,140900
610 Berkshire Dr,https://www.trulia.com/p/pa/pittsburgh/610-berkshire-dr-pittsburgh-pa-15215--2014135785,5,4,"3,864","['Last Sold: Sep 5, 2019', '']",0,0,0,0,0,Single Family Home,,1956,,Central,,,Attached Garage,2,,1,Brick,Shingle (Not Wood),960000
140 Thousand Oaks Dr,https://www.trulia.com/p/pa/pittsburgh/140-thousand-oaks-dr-pittsburgh-pa-15241--2014300540,4,2,"3,951","['Last Sold: Sep 5, 2019', '6% below list $599K']",1,1,1,1,1,Single Family Home,0.38 acres,1990,9,Other,,Central,Attached Garage,3,,2,Brick,Shake Shingle,565000
1751 Bower Hill Rd,https://www.trulia.com/p/pa/pittsburgh/1751-bower-hill-rd-pittsburgh-pa-15243--2014308514,2,1,"1,650","['Last Sold: Sep 5, 2019', '0% below list $220K']",0,0,0,0,0,Single Family Home,0.35 acres,1950,4,Other,,Central,,,Ranch,1,Brick,Shake Shingle,219000
15 Darlington Ct,https://www.trulia.com/p/pa/pittsburgh/15-darlington-ct-pittsburgh-pa-15217--2014147333,3,4,"4,004","['Last Sold: Sep 5, 2019', '6% below list $1.55M']",0,0,0,0,0,Single Family Home,"9,125 sqft",1954,8,Other,,Central,Attached Garage,2,Contemporary,2,,Shake Shingle,1460000
1811 Wylie Ave,https://www.trulia.com/p/pa/pittsburgh/1811-wylie-ave-pittsburgh-pa-15219--2014162192,3,1,990,"['Last Sold: Sep 5, 2019', '99% over list $1.85K']",0,0,0,0,0,Townhouse,"2,082 sqft",1990,6,,,,,,,2,,,147000
